"","Comparison","SIMPER","OTU"
"2906","B1yr_B2yr",0.189699953870932,"Otu0006"
"2907","B1yr_B2yr",0.11661534888321,"Otu0005"
"2908","B1yr_B2yr",0.113124791289947,"Otu0007"
"2909","B1yr_B2yr",0.10869272982669,"Otu0008"
"2910","B1yr_B2yr",0.100456701438144,"Otu0002"
"2911","B1yr_B2yr",0.063059336766052,"Otu0009"
"2912","B1yr_B2yr",0.061429748141492,"Otu0003"
"2913","B1yr_B2yr",0.04577482000627,"Otu0011"
"2914","B1yr_B2yr",0.0400656787727289,"Otu0010"
"2915","B1yr_B2yr",0.0218028222159801,"Otu0016"
"2916","B1yr_B2yr",0.0136432493452869,"Otu0013"
"2917","B1yr_B2yr",0.011814554947989,"Otu0018"
"2918","B1yr_B2yr",0.010955428031408,"Otu0054"
"2919","B1yr_B2yr",0.010549684205884,"Otu0022"
